32368175|bsk-baseline-mc|COMPLETED|216|00:03:36||2
32368175.batch|batch|COMPLETED|216|00:03:36|1864344K|2
32368175.extern|extern|COMPLETED|216|00:03:36|0|2
32368183|bsk-baseline-mc|COMPLETED|356|00:05:56||2
32368183.batch|batch|COMPLETED|356|00:05:56|1871788K|2
32368183.extern|extern|COMPLETED|356|00:05:56|256K|2
32368184|bsk-baseline-mc|COMPLETED|309|00:05:09||2
32368184.batch|batch|COMPLETED|309|00:05:09|1867732K|2
32368184.extern|extern|COMPLETED|309|00:05:09|256K|2
32368194|bsk-baseline-mc|COMPLETED|261|00:04:21||2
32368194.batch|batch|COMPLETED|261|00:04:21|1860892K|2
32368194.extern|extern|COMPLETED|261|00:04:21|0|2
32368223|bsk-baseline-mc|COMPLETED|259|00:04:19||2
32368223.batch|batch|COMPLETED|259|00:04:19|1830028K|2
32368223.extern|extern|COMPLETED|259|00:04:19|0|2
32368230|bsk-baseline-mc|COMPLETED|242|00:04:02||2
32368230.batch|batch|COMPLETED|242|00:04:02|1865124K|2
32368230.extern|extern|COMPLETED|242|00:04:02|0|2
32368253|bsk-baseline-mc|COMPLETED|318|00:05:18||2
32368253.batch|batch|COMPLETED|318|00:05:18|1869316K|2
32368253.extern|extern|COMPLETED|318|00:05:18|256K|2
32368261|bsk-baseline-mc|COMPLETED|318|00:05:18||2
32368261.batch|batch|COMPLETED|318|00:05:18|1866612K|2
32368261.extern|extern|COMPLETED|319|00:05:19|256K|2
32368262|bsk-baseline-mc|COMPLETED|348|00:05:48||2
32368262.batch|batch|COMPLETED|348|00:05:48|1864664K|2
32368262.extern|extern|COMPLETED|348|00:05:48|256K|2
32368273|bsk-baseline-mc|COMPLETED|280|00:04:40||2
32368273.batch|batch|COMPLETED|280|00:04:40|1869828K|2
32368273.extern|extern|COMPLETED|280|00:04:40|0|2
32368274|bsk-baseline-mc|COMPLETED|341|00:05:41||2
32368274.batch|batch|COMPLETED|341|00:05:41|1871860K|2
32368274.extern|extern|COMPLETED|341|00:05:41|256K|2
32368279|bsk-baseline-mc|COMPLETED|353|00:05:53||2
32368279.batch|batch|COMPLETED|353|00:05:53|1864052K|2
32368279.extern|extern|COMPLETED|353|00:05:53|256K|2
32368283|bsk-baseline-mc|COMPLETED|214|00:03:34||2
32368283.batch|batch|COMPLETED|214|00:03:34|1863700K|2
32368283.extern|extern|COMPLETED|214|00:03:34|0|2
32368284|bsk-baseline-mc|COMPLETED|272|00:04:32||2
32368284.batch|batch|COMPLETED|272|00:04:32|1867972K|2
32368284.extern|extern|COMPLETED|272|00:04:32|0|2
32368296|bsk-baseline-mc|COMPLETED|348|00:05:48||2
32368296.batch|batch|COMPLETED|348|00:05:48|1871996K|2
32368296.extern|extern|COMPLETED|348|00:05:48|256K|2
32368304|bsk-baseline-mc|COMPLETED|345|00:05:45||2
32368304.batch|batch|COMPLETED|345|00:05:45|1864992K|2
32368304.extern|extern|COMPLETED|345|00:05:45|256K|2
32368305|bsk-baseline-mc|COMPLETED|347|00:05:47||2
32368305.batch|batch|COMPLETED|347|00:05:47|1865452K|2
32368305.extern|extern|COMPLETED|347|00:05:47|256K|2
32368315|bsk-baseline-mc|COMPLETED|218|00:03:38||2
32368315.batch|batch|COMPLETED|218|00:03:38|1867488K|2
32368315.extern|extern|COMPLETED|218|00:03:38|0|2
32368316|bsk-baseline-mc|COMPLETED|286|00:04:46||2
32368316.batch|batch|COMPLETED|286|00:04:46|1863588K|2
32368316.extern|extern|COMPLETED|286|00:04:46|0|2
32368336|bsk-baseline-mc|COMPLETED|249|00:04:09||2
32368336.batch|batch|COMPLETED|249|00:04:09|1857888K|2
32368336.extern|extern|COMPLETED|249|00:04:09|0|2
32368337|bsk-baseline-mc|COMPLETED|310|00:05:10||2
32368337.batch|batch|COMPLETED|310|00:05:10|1872468K|2
32368337.extern|extern|COMPLETED|310|00:05:10|256K|2
32368342|bsk-baseline-mc|COMPLETED|314|00:05:14||2
32368342.batch|batch|COMPLETED|314|00:05:14|1869196K|2
32368342.extern|extern|COMPLETED|314|00:05:14|256K|2
32368351|bsk-baseline-mc|COMPLETED|223|00:03:43||2
32368351.batch|batch|COMPLETED|223|00:03:43|1871108K|2
32368351.extern|extern|COMPLETED|223|00:03:43|0|2
32368369|bsk-baseline-mc|COMPLETED|254|00:04:14||2
32368369.batch|batch|COMPLETED|254|00:04:14|1835000K|2
32368369.extern|extern|COMPLETED|254|00:04:14|0|2
32368370|bsk-baseline-mc|COMPLETED|313|00:05:13||2
32368370.batch|batch|COMPLETED|313|00:05:13|1870476K|2
32368370.extern|extern|COMPLETED|313|00:05:13|256K|2
32368371|bsk-baseline-mc|COMPLETED|263|00:04:23||2
32368371.batch|batch|COMPLETED|263|00:04:23|1844760K|2
32368371.extern|extern|COMPLETED|263|00:04:23|0|2
32368372|bsk-baseline-mc|COMPLETED|305|00:05:05||2
32368372.batch|batch|COMPLETED|305|00:05:05|1867208K|2
32368372.extern|extern|COMPLETED|305|00:05:05|0|2
32368373|bsk-baseline-mc|COMPLETED|305|00:05:05||2
32368373.batch|batch|COMPLETED|305|00:05:05|1866136K|2
32368373.extern|extern|COMPLETED|305|00:05:05|256K|2
32368383|bsk-baseline-mc|COMPLETED|276|00:04:36||2
32368383.batch|batch|COMPLETED|276|00:04:36|1868936K|2
32368383.extern|extern|COMPLETED|276|00:04:36|256K|2
32368389|bsk-baseline-mc|COMPLETED|255|00:04:15||2
32368389.batch|batch|COMPLETED|255|00:04:15|1863536K|2
32368389.extern|extern|COMPLETED|255|00:04:15|256K|2
32368391|bsk-baseline-mc|COMPLETED|186|00:03:06||2
32368391.batch|batch|COMPLETED|186|00:03:06|1865916K|2
32368391.extern|extern|COMPLETED|186|00:03:06|0|2
32368400|bsk-baseline-mc|COMPLETED|225|00:03:45||2
32368400.batch|batch|COMPLETED|225|00:03:45|1861704K|2
32368400.extern|extern|COMPLETED|225|00:03:45|256K|2
32368401|bsk-baseline-mc|COMPLETED|204|00:03:24||2
32368401.batch|batch|COMPLETED|204|00:03:24|1858776K|2
32368401.extern|extern|COMPLETED|205|00:03:25|0|2
32368402|bsk-baseline-mc|COMPLETED|257|00:04:17||2
32368402.batch|batch|COMPLETED|257|00:04:17|1868268K|2
32368402.extern|extern|COMPLETED|257|00:04:17|256K|2
32368426|bsk-baseline-mc|COMPLETED|268|00:04:28||2
32368426.batch|batch|COMPLETED|268|00:04:28|1868924K|2
32368426.extern|extern|COMPLETED|268|00:04:28|256K|2
32368427|bsk-baseline-mc|COMPLETED|272|00:04:32||2
32368427.batch|batch|COMPLETED|272|00:04:32|1868364K|2
32368427.extern|extern|COMPLETED|272|00:04:32|256K|2
32368434|bsk-baseline-mc|COMPLETED|186|00:03:06||2
32368434.batch|batch|COMPLETED|186|00:03:06|1868164K|2
32368434.extern|extern|COMPLETED|186|00:03:06|0|2
32368435|bsk-baseline-mc|COMPLETED|252|00:04:12||2
32368435.batch|batch|COMPLETED|252|00:04:12|1861508K|2
32368435.extern|extern|COMPLETED|252|00:04:12|256K|2
32368442|bsk-baseline-mc|COMPLETED|279|00:04:39||2
32368442.batch|batch|COMPLETED|279|00:04:39|1866440K|2
32368442.extern|extern|COMPLETED|279|00:04:39|256K|2
32368453|bsk-baseline-mc|COMPLETED|226|00:03:46||2
32368453.batch|batch|COMPLETED|226|00:03:46|1805620K|2
32368453.extern|extern|COMPLETED|226|00:03:46|0|2
32368454|bsk-baseline-mc|COMPLETED|211|00:03:31||2
32368454.batch|batch|COMPLETED|211|00:03:31|1802284K|2
32368454.extern|extern|COMPLETED|211|00:03:31|0|2
32368464|bsk-baseline-mc|COMPLETED|202|00:03:22||2
32368464.batch|batch|COMPLETED|202|00:03:22|1864740K|2
32368464.extern|extern|COMPLETED|202|00:03:22|0|2
32368468|bsk-baseline-mc|COMPLETED|278|00:04:38||2
32368468.batch|batch|COMPLETED|278|00:04:38|1866492K|2
32368468.extern|extern|COMPLETED|278|00:04:38|256K|2
32368472|bsk-baseline-mc|COMPLETED|266|00:04:26||2
32368472.batch|batch|COMPLETED|266|00:04:26|1863280K|2
32368472.extern|extern|COMPLETED|266|00:04:26|256K|2
32368473|bsk-baseline-mc|COMPLETED|276|00:04:36||2
32368473.batch|batch|COMPLETED|276|00:04:36|1868092K|2
32368473.extern|extern|COMPLETED|276|00:04:36|256K|2
32368474|bsk-baseline-mc|COMPLETED|257|00:04:17||2
32368474.batch|batch|COMPLETED|257|00:04:17|1864772K|2
32368474.extern|extern|COMPLETED|258|00:04:18|256K|2
32368486|bsk-baseline-mc|COMPLETED|284|00:04:44||2
32368486.batch|batch|COMPLETED|284|00:04:44|1868576K|2
32368486.extern|extern|COMPLETED|284|00:04:44|256K|2
32368490|bsk-baseline-mc|COMPLETED|210|00:03:30||2
32368490.batch|batch|COMPLETED|210|00:03:30|1830300K|2
32368490.extern|extern|COMPLETED|210|00:03:30|0|2
32368491|bsk-baseline-mc|COMPLETED|195|00:03:15||2
32368491.batch|batch|COMPLETED|195|00:03:15|1866496K|2
32368491.extern|extern|COMPLETED|195|00:03:15|0|2
32368492|bsk-baseline-mc|COMPLETED|206|00:03:26||2
32368492.batch|batch|COMPLETED|206|00:03:26|1866644K|2
32368492.extern|extern|COMPLETED|206|00:03:26|0|2
32368628|bsk-baseline-mc|COMPLETED|289|00:04:49||2
32368628.batch|batch|COMPLETED|289|00:04:49|1863012K|2
32368628.extern|extern|COMPLETED|289|00:04:49|256K|2
32368629|bsk-baseline-mc|COMPLETED|267|00:04:27||2
32368629.batch|batch|COMPLETED|267|00:04:27|1867420K|2
32368629.extern|extern|COMPLETED|267|00:04:27|256K|2
32368642|bsk-baseline-mc|COMPLETED|272|00:04:32||2
32368642.batch|batch|COMPLETED|272|00:04:32|1864716K|2
